,Date,BTC price [USD],Gold price[USD],róznica w % miedzy BTC a ZL
0,2014-01-02,749.27,1225.0,-38.84
1,2014-01-03,781.23,1238.4,-36.92
2,2014-01-04,807.39,,
3,2014-01-05,828.74,,
4,2014-01-06,904.98,1237.8,-26.89
5,2014-01-07,915.69,1229.4,-25.52
6,2014-01-08,790.0,1225.3,-35.53
7,2014-01-09,823.3,1229.3,-33.03
8,2014-01-10,826.28,1246.7,-33.72
9,2014-01-11,853.99,,
10,2014-01-12,895.0,,
11,2014-01-13,844.04,1250.9,-32.53
12,2014-01-14,823.0,1245.2,-33.91
13,2014-01-15,816.0,1238.1,-34.09
14,2014-01-16,841.83,1240.0,-32.11
15,2014-01-17,817.15,1251.7,-34.72
16,2014-01-18,792.0,,
17,2014-01-19,811.2,,
18,2014-01-20,841.1,1255.1,-32.99
19,2014-01-21,827.81,1242.3,-33.36
20,2014-01-22,824.78,1239.0,-33.43
21,2014-01-23,819.62,1262.6,-35.08
22,2014-01-24,811.22,1264.5,-35.85
23,2014-01-25,780.02,,
24,2014-01-26,805.0,,
25,2014-01-27,814.21,1263.6,-35.56
26,2014-01-28,747.57,1251.0,-40.24
27,2014-01-29,785.6,1262.2,-37.76
28,2014-01-30,794.0,1242.2,-36.08
29,2014-01-31,800.0,1240.1,-35.49
30,2014-02-01,803.0,,
31,2014-02-02,817.08,,
32,2014-02-03,814.34,1260.4,-35.39
33,2014-02-04,808.5,1251.7,-35.41
34,2014-02-05,802.99,1257.3,-36.13
35,2014-02-06,781.0,1257.6,-37.9
36,2014-02-07,763.97,1263.3,-39.53
37,2014-02-08,710.01,,
38,2014-02-09,680.8,,
39,2014-02-10,687.37,1274.8,-46.08
40,2014-02-11,688.68,1290.1,-46.62
41,2014-02-12,675.1,1295.3,-47.88
42,2014-02-13,652.91,1300.4,-49.79
43,2014-02-14,610.0,1319.0,-53.75
44,2014-02-15,670.29,,
45,2014-02-16,655.71,,
46,2014-02-17,623.88,1328.5,-53.04
47,2014-02-18,629.96,1324.7,-52.45
48,2014-02-19,629.59,1320.6,-52.33
49,2014-02-20,624.85,1317.1,-52.56
50,2014-02-21,563.0,1323.9,-57.47
51,2014-02-22,579.5,,
52,2014-02-23,612.48,,
53,2014-02-24,611.05,1338.3,-54.34
54,2014-02-25,542.68,1343.0,-59.59
55,2014-02-26,559.52,1328.2,-57.87
56,2014-02-27,585.21,1331.6,-56.05
57,2014-02-28,583.05,1321.4,-55.88
58,2014-03-01,553.0,,
59,2014-03-02,567.48,,
60,2014-03-03,561.0,1350.1,-58.45
61,2014-03-04,681.96,1337.8,-49.02
62,2014-03-05,673.28,1340.2,-49.76
63,2014-03-06,670.7,1351.7,-50.38
64,2014-03-07,669.0,1338.1,-50.0
65,2014-03-08,631.99,,
66,2014-03-09,622.38,,
67,2014-03-10,639.9,1341.4,-52.3
68,2014-03-11,629.33,1346.5,-53.26
69,2014-03-12,632.1,1370.3,-53.87
70,2014-03-13,634.95,1372.2,-53.73
71,2014-03-14,641.01,1379.0,-53.52
72,2014-03-15,630.42,,
73,2014-03-16,637.24,,
74,2014-03-17,634.99,1372.9,-53.75
75,2014-03-18,624.71,1359.0,-54.03
76,2014-03-19,615.49,1341.4,-54.12
77,2014-03-20,611.2,1330.5,-54.06
78,2014-03-21,585.6,1336.0,-56.17
79,2014-03-22,572.89,,
80,2014-03-23,563.01,,
81,2014-03-24,559.54,1311.2,-57.33
82,2014-03-25,585.58,1311.4,-55.35
83,2014-03-26,585.79,1303.4,-55.06
84,2014-03-27,578.5,1294.7,-55.32
85,2014-03-28,474.2,1293.8,-63.35
86,2014-03-29,499.6,,
87,2014-03-30,490.0,,
88,2014-03-31,458.66,1283.4,-64.26
89,2014-04-01,457.49,1279.6,-64.25
90,2014-04-02,479.0,1290.5,-62.88
91,2014-04-03,439.12,1284.4,-65.81
92,2014-04-04,448.72,1303.2,-65.57
93,2014-04-05,452.0,,
94,2014-04-06,463.0,,
95,2014-04-07,458.0,1298.0,-64.71
96,2014-04-08,449.99,1308.7,-65.62
97,2014-04-09,453.0,1305.5,-65.3
98,2014-04-10,441.93,1320.1,-66.52
99,2014-04-11,369.0,1318.7,-72.02
100,2014-04-12,423.4,,
101,2014-04-13,423.37,,
102,2014-04-14,417.58,1327.2,-68.54
103,2014-04-15,459.64,1300.0,-64.64
104,2014-04-16,523.0,1303.1,-59.86
105,2014-04-17,526.29,1293.4,-59.31
106,2014-04-18,498.2,,
107,2014-04-19,482.11,,
108,2014-04-20,503.8,,
109,2014-04-21,501.54,1288.0,-61.06
110,2014-04-22,498.38,1280.6,-61.08
111,2014-04-23,488.52,1284.2,-61.96
112,2014-04-24,491.99,1290.5,-61.88
113,2014-04-25,502.15,1300.7,-61.39
114,2014-04-26,463.13,,
115,2014-04-27,461.48,,
116,2014-04-28,438.8,1298.9,-66.22
117,2014-04-29,442.44,1296.0,-65.86
118,2014-04-30,448.0,1295.6,-65.42
119,2014-05-01,452.03,1283.1,-64.77
120,2014-05-02,460.97,1302.6,-64.61
121,2014-05-03,454.9,,
122,2014-05-04,440.0,,
123,2014-05-05,436.75,1309.0,-66.63
124,2014-05-06,433.0,1308.3,-66.9
125,2014-05-07,428.01,1288.6,-66.78
126,2014-05-08,440.88,1287.4,-65.75
127,2014-05-09,437.61,1287.3,-66.01
128,2014-05-10,449.0,,
129,2014-05-11,457.0,,
130,2014-05-12,437.81,1295.6,-66.21
131,2014-05-13,442.45,1294.6,-65.82
132,2014-05-14,439.12,1305.7,-66.37
133,2014-05-15,444.65,1293.5,-65.62
134,2014-05-16,446.53,1293.3,-65.47
135,2014-05-17,449.12,,
136,2014-05-18,448.66,,
137,2014-05-19,446.89,1293.7,-65.46
138,2014-05-20,448.02,1294.5,-65.39
139,2014-05-21,488.12,1288.0,-62.1
140,2014-05-22,493.97,1294.9,-61.85
141,2014-05-23,528.32,1291.6,-59.1
142,2014-05-24,521.1,,
143,2014-05-25,527.91,1291.7,-59.13
144,2014-05-26,569.93,1292.5,-55.9
145,2014-05-27,584.88,1265.4,-53.78
146,2014-05-28,572.7,1259.3,-54.52
147,2014-05-29,581.0,1256.3,-53.75
148,2014-05-30,569.01,1245.6,-54.32
149,2014-05-31,621.3,,
150,2014-06-01,626.5,,
151,2014-06-02,630.71,1243.7,-49.29
152,2014-06-03,662.0,1244.3,-46.8
153,2014-06-04,670.14,1244.0,-46.13
154,2014-06-05,642.86,1253.0,-48.69
155,2014-06-06,661.48,1252.1,-47.17
156,2014-06-07,649.0,,
157,2014-06-08,657.12,,
158,2014-06-09,657.11,1253.5,-47.58
159,2014-06-10,648.81,1259.8,-48.5
160,2014-06-11,648.55,1260.8,-48.56
161,2014-06-12,624.97,1273.6,-50.93
162,2014-06-13,574.85,1273.7,-54.87
163,2014-06-14,591.55,,
164,2014-06-15,572.28,,
165,2014-06-16,592.89,1274.9,-53.5
166,2014-06-17,586.0,1271.7,-53.92
167,2014-06-18,608.0,1272.4,-52.22
168,2014-06-19,608.0,1313.7,-53.72
169,2014-06-20,595.15,1316.2,-54.78
170,2014-06-21,593.48,,
171,2014-06-22,590.96,,
172,2014-06-23,598.76,1318.0,-54.57
173,2014-06-24,588.25,1320.9,-55.47
174,2014-06-25,574.98,1322.2,-56.51
175,2014-06-26,560.76,1316.1,-57.39
176,2014-06-27,577.34,1319.0,-56.23
177,2014-06-28,599.0,,
178,2014-06-29,590.0,,
179,2014-06-30,599.99,1475.1,-59.33
180,2014-07-01,638.99,1480.2,-56.83
181,2014-07-02,639.25,1484.8,-56.95
182,2014-07-03,650.49,1475.6,-55.92
183,2014-07-04,645.35,1321.3,-51.16
184,2014-07-05,626.16,,
185,2014-07-06,631.0,,
186,2014-07-07,633.74,1472.0,-56.95
187,2014-07-08,624.35,1471.4,-57.57
188,2014-07-09,624.97,1479.7,-57.76
189,2014-07-10,621.95,1494.7,-58.39
190,2014-07-11,616.8,1492.9,-58.68
191,2014-07-12,634.0,,
192,2014-07-13,636.18,,
193,2014-07-14,630.43,1460.7,-56.84
194,2014-07-15,621.21,1451.3,-57.2
195,2014-07-16,624.07,1454.9,-57.11
196,2014-07-17,617.41,1472.1,-58.06
197,2014-07-18,625.8,1464.7,-57.27
198,2014-07-19,631.85,,
199,2014-07-20,630.0,,
200,2014-07-21,627.0,1469.6,-57.34
201,2014-07-22,622.23,1461.6,-57.43
202,2014-07-23,620.0,1460.3,-57.54
203,2014-07-24,620.43,1447.3,-57.13
204,2014-07-25,603.96,1460.3,-58.64
205,2014-07-26,602.9,,
206,2014-07-27,595.9,,
207,2014-07-28,593.68,1462.0,-59.39
208,2014-07-29,589.94,1456.7,-59.5
209,2014-07-30,585.5,1456.1,-59.79
210,2014-07-31,563.35,1441.5,-60.92
211,2014-08-01,582.04,1451.1,-59.89
212,2014-08-02,595.76,,
213,2014-08-03,589.59,,
214,2014-08-04,583.81,1441.9,-59.51
215,2014-08-05,588.5,1439.0,-59.1
216,2014-08-06,581.96,1462.7,-60.21
217,2014-08-07,582.73,1467.3,-60.29
218,2014-08-08,585.02,1465.9,-60.09
219,2014-08-09,588.98,,
220,2014-08-10,589.6,,
221,2014-08-11,590.74,1465.5,-59.69
222,2014-08-12,574.01,1465.3,-60.83
223,2014-08-13,569.01,1467.9,-61.24
224,2014-08-14,549.98,1469.1,-62.56
225,2014-08-15,504.51,1459.4,-65.43
226,2014-08-16,500.39,,
227,2014-08-17,523.88,,
228,2014-08-18,498.17,1452.8,-65.71
229,2014-08-19,474.95,1449.0,-67.22
230,2014-08-20,490.0,1449.0,-66.18
231,2014-08-21,518.82,1429.2,-63.7
232,2014-08-22,521.12,1434.1,-63.66
233,2014-08-23,515.69,,
234,2014-08-24,495.27,,
235,2014-08-25,508.03,1433.1,-64.55
236,2014-08-26,501.55,1439.3,-65.15
237,2014-08-27,513.92,1436.9,-64.23
238,2014-08-28,511.77,1443.8,-64.55
239,2014-08-29,506.61,1440.6,-64.83
240,2014-08-30,509.3,,
241,2014-08-31,501.0,1287.7,-61.09
242,2014-09-01,478.87,1287.4,-62.8
243,2014-09-02,476.36,1419.0,-66.43
244,2014-09-03,473.53,1425.5,-66.78
245,2014-09-04,474.5,1422.3,-66.64
246,2014-09-05,488.87,1423.2,-65.65
247,2014-09-06,485.91,,
248,2014-09-07,479.59,,
249,2014-09-08,476.53,1410.2,-66.21
250,2014-09-09,467.85,1404.6,-66.69
251,2014-09-10,473.35,1402.0,-66.24
252,2014-09-11,477.74,1395.4,-65.76
253,2014-09-12,477.73,1387.8,-65.58
254,2014-09-13,474.62,,
255,2014-09-14,476.92,,
256,2014-09-15,474.35,1391.3,-65.91
257,2014-09-16,470.83,1393.0,-66.2
258,2014-09-17,463.4,1392.0,-66.71
259,2014-09-18,453.9,1383.4,-67.19
260,2014-09-19,425.56,1373.1,-69.01
261,2014-09-20,395.67,,
262,2014-09-21,411.71,,
263,2014-09-22,401.15,1374.2,-70.81
264,2014-09-23,399.95,1377.2,-70.96
265,2014-09-24,440.03,1374.9,-68.0
266,2014-09-25,423.68,1376.4,-69.22
267,2014-09-26,410.19,1370.4,-70.07
268,2014-09-27,404.71,,
269,2014-09-28,400.39,,
270,2014-09-29,375.24,1373.7,-72.68
271,2014-09-30,373.87,1366.7,-72.64
272,2014-10-01,390.18,1370.2,-71.52
273,2014-10-02,384.04,1368.1,-71.93
274,2014-10-03,375.78,1346.9,-72.1
275,2014-10-04,358.9,,
276,2014-10-05,328.39,,
277,2014-10-06,323.94,1360.7,-76.19
278,2014-10-07,327.61,1363.6,-75.97
279,2014-10-08,334.06,1344.2,-75.15
280,2014-10-09,357.0,1358.8,-73.73
281,2014-10-10,363.61,1353.7,-73.14
282,2014-10-11,360.9,,
283,2014-10-12,361.95,,
284,2014-10-13,380.8,1229.3,-69.02
285,2014-10-14,391.98,1359.3,-71.16
286,2014-10-15,402.5,1361.3,-70.43
287,2014-10-16,394.84,1357.5,-70.91
288,2014-10-17,383.85,1358.5,-71.74
289,2014-10-18,383.14,,
290,2014-10-19,391.0,,
291,2014-10-20,389.44,1364.3,-71.45
292,2014-10-21,381.46,1371.8,-72.19
293,2014-10-22,385.89,1366.6,-71.76
294,2014-10-23,384.07,1352.1,-71.59
295,2014-10-24,357.2,1355.0,-73.64
296,2014-10-25,358.49,,
297,2014-10-26,347.0,,
298,2014-10-27,355.3,1352.4,-73.73
299,2014-10-28,350.9,1352.6,-74.06
300,2014-10-29,355.79,1349.2,-73.63
301,2014-10-30,335.33,1322.9,-74.65
302,2014-10-31,345.3,1295.9,-73.35
303,2014-11-01,337.79,,
304,2014-11-02,324.51,,
305,2014-11-03,324.36,1294.4,-74.94
306,2014-11-04,326.49,1290.3,-74.7
307,2014-11-05,330.23,1268.1,-73.96
308,2014-11-06,338.63,1264.4,-73.22
309,2014-11-07,349.96,1291.0,-72.89
310,2014-11-08,342.19,,
311,2014-11-09,346.94,,
312,2014-11-10,365.94,1281.3,-71.44
313,2014-11-11,365.8,1285.1,-71.54
314,2014-11-12,369.41,1280.4,-71.15
315,2014-11-13,420.19,1281.4,-67.21
316,2014-11-14,419.99,1305.6,-67.83
317,2014-11-15,399.11,,
318,2014-11-16,376.99,,
319,2014-11-17,389.87,1303.7,-70.1
320,2014-11-18,388.87,1315.5,-70.44
321,2014-11-19,374.92,1313.4,-71.45
322,2014-11-20,379.05,1308.9,-71.04
323,2014-11-21,356.47,1315.9,-72.91
324,2014-11-22,350.25,,
325,2014-11-23,353.04,,
326,2014-11-24,367.12,1314.2,-72.07
327,2014-11-25,374.58,1315.2,-71.52
328,2014-11-26,376.16,1314.5,-71.38
329,2014-11-27,366.86,1188.8,-69.14
330,2014-11-28,369.97,1291.2,-71.35
331,2014-11-29,376.98,,
332,2014-11-30,375.59,,
333,2014-12-01,376.03,1332.5,-71.78
334,2014-12-02,377.42,1314.7,-71.29
335,2014-12-03,379.62,1325.8,-71.37
336,2014-12-04,376.03,1324.2,-71.6
337,2014-12-05,368.73,1310.8,-71.87
338,2014-12-06,376.0,,
339,2014-12-07,375.05,,
340,2014-12-08,376.01,1314.4,-71.39
341,2014-12-09,362.99,1350.2,-73.12
342,2014-12-10,351.82,1345.5,-73.85
343,2014-12-11,348.79,1342.3,-74.02
344,2014-12-12,348.97,1333.5,-73.83
345,2014-12-13,352.21,,
346,2014-12-14,351.77,,
347,2014-12-15,357.8,1317.7,-72.85
348,2014-12-16,347.96,1302.0,-73.27
349,2014-12-17,329.84,1302.3,-74.67
350,2014-12-18,321.34,1303.9,-75.36
351,2014-12-19,312.26,1305.6,-76.08
352,2014-12-20,318.59,,
353,2014-12-21,331.52,,
354,2014-12-22,320.0,1289.7,-75.19
355,2014-12-23,331.98,1289.7,-74.26
356,2014-12-24,336.95,1285.6,-73.79
357,2014-12-25,323.68,1177.0,-72.5
358,2014-12-26,319.81,1307.7,-75.54
359,2014-12-27,329.94,,
360,2014-12-28,316.09,,
361,2014-12-29,317.41,1292.9,-75.45
362,2014-12-30,313.4,1311.9,-76.11
363,2014-12-31,311.0,1295.4,-75.99
364,2015-01-01,320.97,1186.8,-72.96
365,2015-01-02,314.81,1297.7,-75.74
366,2015-01-03,316.51,,
367,2015-01-04,285.09,,
368,2015-01-05,263.17,1313.5,-79.96
369,2015-01-06,274.28,1322.2,-79.26
370,2015-01-07,287.32,1313.6,-78.13
371,2015-01-08,297.99,1311.6,-77.28
372,2015-01-09,284.49,1317.4,-78.41
373,2015-01-10,290.81,,
374,2015-01-11,275.97,,
375,2015-01-12,269.68,1333.2,-79.77
376,2015-01-13,267.02,1334.5,-79.99
377,2015-01-14,222.0,1324.5,-83.24
378,2015-01-15,172.0,1352.8,-87.29
379,2015-01-16,210.21,1364.9,-84.6
380,2015-01-17,208.13,,
381,2015-01-18,199.77,1279.0,-84.38
382,2015-01-19,211.98,1275.9,-83.39
383,2015-01-20,216.01,1377.4,-84.32
384,2015-01-21,210.71,1378.4,-84.71
385,2015-01-22,224.59,1390.2,-83.84
386,2015-01-23,233.51,1382.6,-83.11
387,2015-01-24,233.71,,
388,2015-01-25,249.32,,
389,2015-01-26,254.32,1370.6,-81.44
390,2015-01-27,274.43,1379.7,-80.11
391,2015-01-28,263.52,1367.2,-80.73
392,2015-01-29,236.2,1328.8,-82.22
393,2015-01-30,235.99,1349.6,-82.51
394,2015-01-31,226.97,,
395,2015-02-01,219.25,,
396,2015-02-02,226.98,1347.4,-83.15
397,2015-02-03,237.97,1332.3,-82.14
398,2015-02-04,227.53,1263.8,-82.0
399,2015-02-05,226.71,1336.9,-83.04
400,2015-02-06,216.98,1314.6,-83.49
401,2015-02-07,222.36,,
402,2015-02-08,229.3,,
403,2015-02-09,223.93,1321.9,-83.06
404,2015-02-10,219.93,1313.2,-83.25
405,2015-02-11,220.36,1301.2,-83.06
406,2015-02-12,219.6,1300.7,-83.12
407,2015-02-13,222.33,1307.2,-82.99
408,2015-02-14,236.9,,
409,2015-02-15,257.5,1228.8,-79.04
410,2015-02-16,234.18,1231.7,-80.99
411,2015-02-17,234.5,1291.9,-81.85
412,2015-02-18,245.29,1283.5,-80.89
413,2015-02-19,237.44,1288.9,-81.58
414,2015-02-20,241.39,1285.2,-81.22
415,2015-02-21,245.78,,
416,2015-02-22,245.41,,
417,2015-02-23,235.98,1280.7,-81.57
418,2015-02-24,238.9,1275.1,-81.26
419,2015-02-25,239.94,1278.0,-81.23
420,2015-02-26,237.97,1288.1,-81.53
421,2015-02-27,236.59,1291.4,-81.68
422,2015-02-28,252.11,,
423,2015-03-01,253.5,,
424,2015-03-02,257.05,1287.8,-80.04
425,2015-03-03,275.87,1286.2,-78.55
426,2015-03-04,279.47,1282.6,-78.21
427,2015-03-05,270.06,1278.1,-78.87
428,2015-03-06,273.11,1247.6,-78.11
429,2015-03-07,272.34,,
430,2015-03-08,276.66,,
431,2015-03-09,275.0,1250.0,-78.0
432,2015-03-10,287.01,1240.1,-76.86
433,2015-03-11,290.0,1230.4,-76.43
434,2015-03-12,296.56,1231.0,-75.91
435,2015-03-13,294.9,1230.9,-76.04
436,2015-03-14,285.03,,
437,2015-03-15,282.2,,
438,2015-03-16,286.79,1231.3,-76.71
439,2015-03-17,289.28,1226.5,-76.41
440,2015-03-18,284.48,1229.5,-76.86
441,2015-03-19,256.99,1241.5,-79.3
442,2015-03-20,261.39,1256.7,-79.2
443,2015-03-21,262.1,,
444,2015-03-22,259.99,,
445,2015-03-23,267.75,1259.5,-78.74
446,2015-03-24,265.99,1263.2,-78.94
447,2015-03-25,245.0,1269.3,-80.7
448,2015-03-26,247.08,1279.0,-80.68
449,2015-03-27,249.23,1273.9,-80.44
450,2015-03-28,247.57,,
451,2015-03-29,252.96,,
452,2015-03-30,242.34,1258.4,-80.74
453,2015-03-31,248.0,1254.2,-80.23
454,2015-04-01,243.63,1276.2,-80.91
455,2015-04-02,246.49,1270.2,-80.59
456,2015-04-03,253.28,1270.2,-80.06
457,2015-04-04,254.3,,
458,2015-04-05,253.67,,
459,2015-04-06,260.52,1287.4,-79.76
460,2015-04-07,255.18,1280.4,-80.07
461,2015-04-08,253.9,1273.1,-80.06
462,2015-04-09,245.0,1263.6,-80.61
463,2015-04-10,243.0,1275.3,-80.95
464,2015-04-11,236.0,,
465,2015-04-12,236.36,,
466,2015-04-13,236.5,1269.8,-81.38
467,2015-04-14,223.01,1260.1,-82.3
468,2015-04-15,216.23,1268.5,-82.95
469,2015-04-16,222.55,1265.0,-82.41
470,2015-04-17,227.5,1270.1,-82.09
471,2015-04-18,222.64,,
472,2015-04-19,223.41,,
473,2015-04-20,222.61,1261.3,-82.35
474,2015-04-21,224.29,1271.1,-82.35
475,2015-04-22,235.85,1256.7,-81.23
476,2015-04-23,233.59,1264.0,-81.52
477,2015-04-24,235.98,1242.4,-81.01
478,2015-04-25,231.16,,
479,2015-04-26,226.29,,
480,2015-04-27,219.52,1271.2,-82.73
481,2015-04-28,227.01,1283.4,-82.31
482,2015-04-29,225.2,1282.0,-82.43
483,2015-04-30,225.62,1255.0,-82.02
484,2015-05-01,235.97,1248.1,-81.09
485,2015-05-02,230.97,,
486,2015-05-03,233.77,,
487,2015-05-04,239.47,1261.0,-81.01
488,2015-05-05,238.25,1270.2,-81.24
489,2015-05-06,235.87,1268.7,-81.41
490,2015-05-07,228.99,1260.5,-81.83
491,2015-05-08,237.16,1264.5,-81.24
492,2015-05-09,243.24,,
493,2015-05-10,242.19,,
494,2015-05-11,239.11,1259.3,-81.01
495,2015-05-12,240.95,1269.0,-81.01
496,2015-05-13,241.1,1294.2,-81.37
497,2015-05-14,235.97,1301.0,-81.86
498,2015-05-15,237.1,1300.9,-81.77
499,2015-05-16,237.37,,
500,2015-05-17,236.63,,
501,2015-05-18,235.83,1303.2,-81.9
502,2015-05-19,232.81,1283.4,-81.86
503,2015-05-20,231.4,1285.5,-82.0
504,2015-05-21,234.11,1280.1,-81.71
505,2015-05-22,235.0,1281.7,-81.66
506,2015-05-23,238.8,,
507,2015-05-24,237.76,1204.4,-80.26
508,2015-05-25,239.55,1207.4,-80.16
509,2015-05-26,235.59,1264.2,-81.36
510,2015-05-27,235.68,1262.6,-81.33
511,2015-05-28,235.31,1264.5,-81.39
512,2015-05-29,236.44,1264.7,-81.3
513,2015-05-30,235.72,,
514,2015-05-31,232.3,,
515,2015-06-01,228.34,1264.4,-81.94
516,2015-06-02,223.52,1271.8,-82.42
517,2015-06-03,225.19,1263.9,-82.18
518,2015-06-04,225.4,1254.1,-82.03
519,2015-06-05,222.88,1250.6,-82.18
520,2015-06-06,224.76,,
521,2015-06-07,224.99,,
522,2015-06-08,222.28,1256.0,-82.3
523,2015-06-09,227.66,1260.8,-81.94
524,2015-06-10,228.88,1272.6,-82.01
525,2015-06-11,227.8,1266.6,-82.01
526,2015-06-12,229.03,1265.0,-81.89
527,2015-06-13,229.6,,
528,2015-06-14,231.5,,
529,2015-06-15,232.07,1269.8,-81.72
530,2015-06-16,236.0,1263.4,-81.32
531,2015-06-17,249.98,1260.9,-80.17
532,2015-06-18,247.45,1284.8,-80.74
533,2015-06-19,248.26,1283.4,-80.66
534,2015-06-20,243.85,,
535,2015-06-21,244.75,,
536,2015-06-22,243.55,1266.1,-80.76
537,2015-06-23,246.77,1258.8,-80.4
538,2015-06-24,243.86,1255.0,-80.57
539,2015-06-25,240.2,1254.3,-80.85
540,2015-06-26,242.08,1257.1,-80.74
541,2015-06-27,242.98,,
542,2015-06-28,251.21,,
543,2015-06-29,248.57,1262.0,-80.3
544,2015-06-30,256.05,1254.8,-79.59
545,2015-07-01,262.43,1252.5,-79.05
546,2015-07-02,257.78,1245.5,-79.3
547,2015-07-03,254.68,1167.8,-78.19
548,2015-07-04,256.12,,
549,2015-07-05,260.33,,
550,2015-07-06,271.34,1254.6,-78.37
551,2015-07-07,268.53,1233.5,-78.23
552,2015-07-08,265.83,1242.6,-78.61
553,2015-07-09,270.31,1239.1,-78.18
554,2015-07-10,269.0,1240.6,-78.32
555,2015-07-11,284.92,,
556,2015-07-12,291.64,,
557,2015-07-13,310.55,1155.2,-73.12
558,2015-07-14,291.94,1236.4,-76.39
559,2015-07-15,287.92,1230.3,-76.6
560,2015-07-16,285.66,1227.2,-76.72
561,2015-07-17,277.78,1214.7,-77.13
562,2015-07-18,279.43,,
563,2015-07-19,276.74,,
564,2015-07-20,275.47,1189.5,-76.84
565,2015-07-21,279.01,1183.5,-76.43
566,2015-07-22,276.76,1171.6,-76.38
567,2015-07-23,277.97,1174.1,-76.32
568,2015-07-24,276.59,1164.0,-76.24
569,2015-07-25,289.0,,
570,2015-07-26,288.78,,
571,2015-07-27,292.82,1174.6,-75.07
572,2015-07-28,293.93,1174.6,-74.98
573,2015-07-29,293.92,1171.5,-74.91
574,2015-07-30,290.2,1167.4,-75.14
575,2015-07-31,288.45,1167.1,-75.28
576,2015-08-01,284.31,,
577,2015-08-02,280.95,,
578,2015-08-03,282.26,1160.8,-75.68
579,2015-08-04,281.12,1162.7,-75.82
580,2015-08-05,285.0,1161.1,-75.45
581,2015-08-06,281.0,1165.6,-75.89
582,2015-08-07,277.08,1169.8,-76.31
583,2015-08-08,279.32,,
584,2015-08-09,262.22,,
585,2015-08-10,265.05,1179.8,-77.53
586,2015-08-11,264.47,1181.7,-77.62
587,2015-08-12,270.98,1197.0,-77.36
588,2015-08-13,267.53,1189.1,-77.5
589,2015-08-14,264.48,1186.3,-77.71
590,2015-08-15,265.93,,
591,2015-08-16,261.43,,
592,2015-08-17,256.11,1191.9,-78.51
593,2015-08-18,256.66,1190.3,-78.44
594,2015-08-19,222.11,1201.1,-81.51
595,2015-08-20,226.25,1226.2,-81.55
596,2015-08-21,235.31,1230.8,-80.88
597,2015-08-22,233.49,,
598,2015-08-23,231.0,,
599,2015-08-24,228.14,1222.9,-81.34
